,Methods,SOD,SDD,Rotating Angles,Entropy,SSIM,MAE,RMSE,Relative Error,ZNCC,Time
47,SA,423.0,468.4810112393652,"[ -0.79486309  10.73029971  -3.54506776  -8.61427649   0.32238372
   0.43640714   0.43914927 -11.21831758 -10.05099466 -11.33398608
   0.15888712  -9.32308074 -12.37733341 -12.43678562  -1.3048324
 -12.00221067 -10.2841118  -14.23574406  -0.89667383 -13.77862483
  -9.42120268  -9.92537223]",3.2846384672642426,0.29445329141076637,139.2321755545272,147.75468158644966,0.6086220955632272,0.45298203968634965,23.63549780845642
48,SA,624.0,691.2872842893337,"[ -3.12187231  -1.56914285   2.33295737  -8.38933941  -4.71962307
   0.44845301  -0.81424125  -6.85820215 -10.10686373 -10.76823298
   2.13228497 -10.750325    -8.0841867   -8.35996865  -1.19251736
  -8.79210783 -12.23561207  -5.79855287   0.26284693 -12.17351457
  -9.65748161  -7.81109636]",3.4780155253199276,0.294453770770746,139.23218333230275,147.75466547770733,0.6086222697211708,0.4976096571243698,22.514256477355957
49,SA,425.0,473.83401301831395,"[ -8.0629171    1.19277498   1.46797465  -7.93568235   5.54277021
   0.1735764   -0.62107974  -7.75314822  -8.2530873   -7.45344185
   1.04617063  -8.98501239  -7.65103313 -10.72344195  -1.89840696
 -10.51844257 -14.38025229  -8.29535157  -0.44604424 -11.56990141
 -11.0257924   -8.33114422]",3.490203469174844,0.29445204449330037,139.23218434610558,147.75465021671985,0.6086223466529633,0.5287931419797242,23.029048681259155
50,SA,505.0,562.4082224843365,"[  4.44976696   1.58788001   2.53109995 -10.73167424  -3.9520165
  -0.6949239    1.73752786  -6.05309213 -10.17110677  -8.77852297
  -0.88237045  -7.71340542 -10.53415731  -8.50296395  -2.7755362
 -11.67254838 -10.751958   -14.91626557   0.81676617  -5.27249772
 -12.8947144  -10.94703013]",3.4862691159054773,0.29445199884827494,139.23220047182986,147.7547535129878,0.6086220421585076,0.3812648368075657,22.799771785736084
51,SA,489.0,544.3222280451381,"[ -5.6650017    8.39639846   3.1893347   -7.86968586   1.72564517
   0.52062519   0.36573391  -7.54988744  -9.18380413  -9.40330975
  -0.70297869 -10.07574778 -11.28748313  -5.83146043  -1.2017512
 -13.44220488 -13.20969628 -12.37278313   1.62608362  -8.82549514
  -8.79284689  -7.61049815]",3.4217375437911453,0.2944524974281904,139.23218443474616,147.75465763545222,0.6086223303949106,0.5123320974687491,25.27749466896057
52,SA,348.0,386.2695732586396,"[  3.707534    -4.3678076   -5.20134194 -14.40329595  -5.39084948
   1.63116639  -1.90438602 -12.27560695 -11.84737712  -5.38140977
   0.18765694 -11.91126653 -11.65693111 -11.10458315  -0.02496972
 -13.6199938   -9.72197127  -9.08582892   0.51130792  -9.19810195
  -8.50552344 -10.67106645]",3.433925772903687,0.2944520639448923,139.23219165898627,147.754743302149,0.608621998748261,0.38302024630428766,23.759825944900513
53,SA,381.0,421.48509323302096,"[  1.06963925   6.95523389  -2.63505291  -9.74694577   3.27968964
  -0.99480673   2.50155551 -11.21522444  -8.96144789 -10.75175794
   1.1823618  -10.83741468 -10.53339883 -10.9169202    0.65059576
  -9.72978991  -9.71291558  -9.40749277  -1.7501426   -7.80637635
  -8.41047648  -6.10378044]",3.3612135209101766,0.2944536833113811,139.23217651515733,147.7546986547707,0.6086220454451888,0.43076298786842165,25.104329586029053
54,SA,447.0,491.42582746076044,"[ -1.34756271  -2.18517229   0.20571712 -12.89661185   2.08036573
  -0.44960421   0.34033288  -7.94428153  -9.49228875 -13.07471946
  -0.43755392 -11.12169331 -11.31749359  -8.97277233   0.15528058
  -5.69432491  -9.3319427  -11.88653835  -0.03652251 -16.33473499
  -7.66574512 -12.72721234]",3.4137865593311743,0.29445412492066064,139.23217391585544,147.75467298181127,0.6086221805700486,0.46392722222520794,23.02790117263794
55,SA,496.0,548.2583963051667,"[  5.79942796  -0.39676965   5.96860247  -7.90153819  -4.16928195
   2.60474917  -2.5240305   -8.36065451 -12.67106535  -9.78103905
   1.56393293 -12.26207833 -11.15318007  -8.46422656   0.42618528
 -14.83510398 -10.13772357 -11.55666971  -0.94212452 -12.07264928
  -9.08037298 -10.17839692]",3.4537993430055307,0.2944520464501322,139.23218684021654,147.75472992546906,0.6086220115301141,0.3991641407755755,24.877171993255615
56,SA,561.0,627.2479626725831,"[  1.9891621   -0.18086171   2.20134269  -8.69979013  -1.59442086
   0.86854219  -0.11221385  -8.15489907  -9.33905514 -13.3940681
  -1.15514257 -10.24059427  -9.30847927  -8.95581795   0.23434649
 -11.78338067 -12.91053274  -7.86407738   1.39195762 -10.65236173
 -10.06462585  -9.23265992]",3.5168419717468753,0.294453783776419,139.2322073985221,147.75472885714137,0.6086222219311748,0.42831947871774656,22.488588333129883
57,SA,356.0,397.83466553358994,"[-5.26876129e+00  5.19900723e+00  3.41304037e+00 -7.28246017e+00
  9.72101416e-01  1.65813172e+00  1.77822917e-01 -1.02069408e+01
 -8.72989728e+00 -9.80428946e+00 -1.31776178e+00 -8.45492465e+00
 -6.51529714e+00 -8.75377883e+00 -1.27152186e-04 -1.13257422e+01
 -9.82272083e+00 -1.02063973e+01 -9.42682089e-01 -1.13177084e+01
 -1.22483657e+01 -8.80335806e+00]",3.4779003156272346,0.2944531980397493,139.23218657514857,147.7546579494931,0.6086223315367767,0.5196308431346892,30.345951557159424
58,SA,312.0,346.20894317617956,"[  6.56715401   3.58858539   3.39828699 -10.82136921   5.89178251
  -0.07065778  -1.62212532  -9.16190509 -12.38954132  -8.52265122
  -0.63040458  -9.22513783  -7.28933056  -7.03762716   0.15064873
 -11.26761192 -10.3996425  -10.60143775  -0.7319191   -8.13234214
  -8.85775142 -11.67211383]",3.4447075087915167,0.2944512295205008,139.23218547932143,147.75474924031417,0.6086219152438438,0.36854031316675223,22.480610847473145
59,SA,46.0,49.937725201412874,"[ -3.81666392   6.23115417   4.58995718  -3.94520705 -14.12511043
  -0.37824843   0.76003698  -9.11114405 -10.71903651  -0.47258541
  -4.08667229 -12.10253569 -18.64000598  -8.63371936   4.30231858
 -16.68841864  -1.83117054 -16.68675377  -1.59841423 -10.81537683
  -9.54498583  -2.64671826]",3.222152386909738,0.2944529886671674,139.2320726030157,147.75458670135444,0.6086216087003916,0.48821237197079265,22.46915864944458
60,EA,29.0,30.688396658988815,"[ 1.52448232e+01 -3.25209184e+00  1.76298327e+01 -1.47263136e+01
 -3.05808606e+00  3.65107236e+00 -4.27126429e+00 -1.44790637e+00
 -1.33439894e+00 -9.05445718e+00  2.68015401e-03 -3.44091956e+00
 -1.11767131e+01 -1.08568284e+01  3.44574810e+00 -5.53708367e+00
 -1.77960271e+01 -2.75890542e+00 -9.40628860e-01 -2.14818056e+00
 -1.69392601e+00 -3.16550355e+00]",3.098858145583582,0.29445260322811195,139.23199986976883,147.75460464397537,0.6086208570864663,0.36972295778211134,48.58345866203308
61,EA,16.0,17.085979552737303,"[ -5.43117549   3.40379501   0.93658389 -14.36834568   2.10591674
  -2.37590273   1.25561666  -7.18455269  -2.88744541 -12.19926666
   1.45735253  -4.78635877  -4.38698197  -9.3102132    0.5170451
 -10.29758496  -5.45649869  -9.89163402   4.92659282 -13.03536711
 -18.3774802  -16.31803452]",3.081405066236762,0.29445159310135893,139.23201283010226,147.75460291373508,0.6086210153700545,0.3882428845076233,51.16112971305847
62,EA,172.0,180.79301376137357,"[  6.69638972  15.48639001   4.24302333 -10.1856451   10.75583477
  -1.22101216   1.20233993 -13.32934957 -13.97414703  -6.13094058
  -2.35628945  -3.3050518   -9.12264783  -6.92542015  -1.86250848
  -7.0107545  -10.3579527  -14.40976098   0.49732091  -0.32844722
  -4.03537147 -15.8325977 ]",2.986303084034063,0.294453068912955,139.23204473979422,147.75460430245374,0.6086212478659275,0.4133887523587074,46.12344241142273
63,EA,81.0,84.92676523962093,"[ -5.30741413   6.93992266  14.00236604  -8.99127547  -6.14712924
   1.4887322   -0.91679287 -13.04593467  -8.98141406  -8.85526384
  -2.16728168  -4.6836998  -10.03085153  -6.46288186   1.98567408
 -17.97058916  -8.43132014  -9.7127395   -4.01933091 -13.6227333
 -15.55784274 -18.69530157]",3.072262854538409,0.29445241701428776,139.23202360989913,147.75453476616937,0.6086214140340368,0.5151869418612283,45.33245038986206
64,EA,20.0,21.162368411944595,"[-16.48221205  13.37587331  -5.12757521  -4.86775751  -5.54785796
   3.18288147  -0.29474227 -15.71739604 -11.24516678  -3.42598063
   1.2870218  -14.22713567 -15.39399687 -19.48780779   4.89128973
 -10.96041752  -6.49110563 -14.52595149   3.03097568 -11.67013946
 -15.81218583  -1.35005129]",3.0611016121310977,0.29445119014154325,139.2319827270403,147.75462457064077,0.6086206044910604,0.3152932596269562,51.85071849822998
65,EA,52.0,54.57503589291774,"[ 12.27431347  -1.75559826   8.02038939  -7.17819525  18.3327195
   3.78866569  -0.51439192  -1.72220531 -15.84772567 -10.04581997
   3.44430713  -3.31964632  -1.20889995  -0.22681116   0.96614096
 -17.93762543 -17.90037165  -5.67297043  -5.         -13.40799675
 -13.92913178 -10.68602643]",3.067138129594988,0.2944511678652666,139.23201639562225,147.75462681602275,0.6086209051122601,0.3502142001639582,48.67688727378845
66,EA,370.0,389.74201191682886,"[-14.12845689  -0.62048804 -15.9671866  -16.10437221   4.17733615
  -3.74992944   0.2620265   -8.13861545 -10.63742739 -11.98132661
   3.92085547  -8.77592363 -13.37673718 -13.0258739    1.48144387
 -12.24803653 -10.12131296 -10.53475804  -0.69455292 -15.54867255
 -19.26152843 -11.81927428]",2.9926455416272364,0.2944508997422774,139.23206353918067,147.75454969469635,0.6086216819851592,0.5209928688839074,50.03137254714966
67,EA,424.0,446.5593821212117,"[-13.5353081   -0.16988522  14.1095001  -13.40364033   5.99153215
  -0.74151408  -2.32529676 -12.12144664  -7.82989732  -9.90918696
  -0.98405427  -5.08599621 -11.64139453  -3.08121771   1.33483038
  -8.69024941 -13.09994952 -11.53630046  -1.31790764  -7.09084109
  -1.12460184  -9.71188449]",3.2489196482425617,0.29445179867476845,139.2320593051263,147.7545602097005,0.6086215582426112,0.5380614764607994,42.6547954082489
68,EA,102.0,107.57894746927735,"[-11.60032498   6.08331883  -4.05656552  -4.93595612 -14.65020403
  -2.26676312   4.15428816  -7.27888383  -2.54050107 -10.02953097
  -1.33089758  -6.69995618 -17.41015616  -6.12864554   0.6001227
 -10.57996538 -10.87816985 -14.44724695  -0.11994743  -8.74275678
  -3.29697522  -7.29657126]",3.0252627112484034,0.2944514780961177,139.23203797076712,147.75453219762844,0.608621542539476,0.5234657943923481,46.43737602233887
69,EA,288.0,302.9967384462232,"[-10.00605969   1.88171907  -0.56736193  -7.00726258   4.400031
   2.39520154  -1.2640317   -7.025893    -9.14215328  -9.97828417
  -0.74454965  -4.49596329 -16.55164276 -17.61671598  -1.07523173
  -7.43056208  -8.9662706  -12.75395176   1.7303141   -5.50671397
  -3.17995218  -4.62740261]",3.138448128987045,0.29445214280293547,139.2320618853555,147.75456191493498,0.6086216365064234,0.5144973165455685,46.117993116378784
70,EA,427.0,449.9251996334365,"[ -8.4602313   -1.40752695  15.58559275 -11.81248813  14.1887041
   3.31072705   0.49140715 -14.67722932  -6.60388614 -11.9228256
  -0.37504384  -9.03503547 -15.93967879 -11.28056712  -1.92439848
 -12.85865801  -4.51929907 -11.15685258   2.46728638  -8.61375121
  -3.08502489 -14.35717755]",3.2398973119703918,0.29445197913215804,139.2320654769234,147.7545603901244,0.6086216413399212,0.5386998843159263,48.37180733680725
71,EA,14.0,15.455565901123048,"[  4.01570009   6.48779458  16.49684585 -17.55869601  16.9901799
   1.70550221   0.02634677  -0.13818629 -16.18458599 -19.42321637
   2.10934128 -16.5209655  -11.25917897 -16.95007537  -0.54425052
  -9.90887859  -4.40209517 -19.15883139   4.73163973 -17.54137701
  -3.54048974  -5.61496196]",3.121339535175194,0.2944514813396419,139.23197805772847,147.75459685199024,0.6086206489520064,0.3630656699421038,46.412922620773315
72,EA,164.0,172.13971600583383,"[-2.27258140e+00  1.97580950e+01  1.48205221e+01 -1.47059688e+00
 -1.63393511e+01  3.34622716e+00 -1.67676727e-01 -7.60954428e+00
 -2.20518978e+00 -7.68570250e-01 -2.87307159e+00 -1.59458327e+01
 -1.49238170e+01 -1.09328935e-02 -4.81113098e+00 -6.49711192e+00
 -5.31370651e+00 -3.74686221e+00 -9.37660875e-02 -1.15150105e+01
 -1.61217705e+00 -7.59604799e+00]",2.9253656397326187,0.2944515051872542,139.23202827000446,147.75455900682644,0.6086212916702248,0.4773477770575821,50.42949652671814
73,EA,59.0,62.40299227228526,"[ -6.72191707  11.94690486 -13.08154826  -2.11597843   7.33548027
  -1.09944234   4.31427286 -19.52005984  -6.20427439 -12.50800199
  -3.76362728 -16.26166436 -12.28777811  -0.37942803   2.58748533
 -10.74565112  -9.81695615  -8.90072065   4.58424028  -0.41990625
 -15.8997655  -10.24378331]",2.8435511994153604,0.2944514001454397,139.23200353846187,147.75455629803326,0.6086211060134067,0.43314837364405223,46.83738470077515
74,EA,185.0,194.42694716603896,"[-14.93472115  -4.96547147  -4.95047361  -7.57778691  10.55207425
  -4.97752638   0.69829689 -15.21968527  -4.40087205  -1.10550896
   0.95399618  -2.03747082  -1.21391203 -11.35205566  -1.61686991
 -18.09517277  -3.81659143 -10.3680377    3.46610993  -2.58745834
  -2.43402955  -5.53519798]",3.1068747623126516,0.29445316886642076,139.23205930252638,147.75454328519123,0.6086216838804146,0.5307316567860533,46.02634024620056
